customer_id,customer_name,email,phone,age,city,state,country,signup_date
C00099,Customer_99,customer99@gmail.com,9220011925,54,Delhi,Delhi,India,2024-07-21
C00100,Customer_100,customer100@gmail.com,9002010195,62,Mumbai,Maharashtra,India,2022-01-30
C00101,Customer_101,customer101@gmail.com,9816133310,70,Pune,Maharashtra,India,2024-09-04
C00102,Customer_102,customer102@gmail.com,9147121345,69,Jaipur,Rajasthan,India,2024-02-11
C00103,Customer_103,customer103@gmail.com,9054405598,45,Chennai,Tamil Nadu,India,2022-09-25
C00104,Customer_104,customer104@gmail.com,9060681570,36,Hyderabad,Telangana,India,2023-09-26
C00105,Customer_105,customer105@gmail.com,9194260834,54,Bengaluru,Karnataka,India,2022-08-10
C00106,Customer_106,customer106@gmail.com,9717279584,18,Jaipur,Rajasthan,India,2022-12-23
C00107,Customer_107,customer107@gmail.com,9337211781,36,Mumbai,Maharashtra,India,2024-04-14
C00108,Customer_108,customer108@gmail.com,9661605344,40,Chennai,Tamil Nadu,India,2022-04-08
C00109,Customer_109,customer109@gmail.com,9263728990,52,Lucknow,Uttar Pradesh,India,2023-05-29
C00110,Customer_110,customer110@gmail.com,9827852774,55,Chennai,Tamil Nadu,India,2022-12-01
C00111,Customer_111,customer111@gmail.com,9738344922,26,,Maharashtra,India,2022-12-09
C00112,Customer_112,customer112@gmail.com,9985235341,64,Pune,Maharashtra,India,2022-12-01
C00113,Customer_113,customer113@gmail.com,9362244643,60,Mumbai,Maharashtra,India,2022-04-15
C00114,Customer_114,abc@@gmail.com,9143670066,58,Delhi,Delhi,India,2024-07-22
C00115,Customer_115,,9470249603,50,Pune,Maharashtra,India,2023-10-10
C00116,,customer116@gmail.com,9963932176,62,Lucknow,Uttar Pradesh,India,2023-08-11
C00117,Customer_117,customer117@gmail.com,9163624677,34,Chennai,Tamil Nadu,India,2023-10-06
C00118,Customer_118,customer118@gmail.com,9682506710,57,Jaipur,Rajasthan,India,2024-05-29
C00119,Customer_119,customer119@gmail.com,9238519783,52,Ahmedabad,Gujarat,India,2022-08-12
C00120,Customer_120,customer120@gmail.com,9585673268,50,Hyderabad,Telangana,India,2022-01-17
C00121,Customer_121,customer121@gmail.com,9504466001,64,Delhi,Delhi,India,2023-09-21
C00122,Customer_122,customer122@gmail.com,9594134683,44,Lucknow,Uttar Pradesh,India,2023-10-06
C00123,Customer_123,customer123@gmail.com,9221378325,47,Lucknow,Uttar Pradesh,India,2024-02-30
C00124,Customer_124,customer124@gmail.com,9827534646,150,Lucknow,Uttar Pradesh,India,2022-10-29
C00125,Customer_125,customer125@gmail.com,9453457769,48,Mumbai,Maharashtra,India,2022-01-03
C00126,Customer_126,customer126@gmail.com,9524601952,60,Delhi,Delhi,India,2024-07-07
C00127,Customer_127,customer127@gmail.com,9900314491,40,Bengaluru,Karnataka,India,2023-10-11
C00128,Customer_128,customer128@gmail.com,9752368299,32,Mumbai,Maharashtra,India,2022-07-10
C00129,Customer_129,customer129@gmail.com,9843738171,60,Delhi,Delhi,India,2024-07-12
C00130,Customer_130,customer130@gmail.com,9632778077,25,Bengaluru,Karnataka,India,2022-09-28
C00131,Customer_131,customer131@gmail.com,9372890257,62,Mumbai,Maharashtra,India,2023-05-19
C00132,Customer_132,customer132@gmail.com,9756612500,60,Hyderabad,Telangana,India,2022-10-31
C00133,Customer_133,abc@@gmail.com,9518772036,61,Jaipur,Rajasthan,India,2024-01-25
C00134,Customer_134,customer134@gmail.com,9557883465,39,Mumbai,Maharashtra,India,2022-04-07
C00135,Customer_135,customer135@gmail.com,9044576584,34,Lucknow,Uttar Pradesh,India,2023-07-22
C00136,Customer_136,customer136@gmail.com,9371535429,40,Bengaluru,Karnataka,India,2024-09-25
C00137,Customer_137,customer137@gmail.com,9686890641,68,Delhi,Delhi,India,2022-02-11
C00138,Customer_138,,9790889692,20,Jaipur,Rajasthan,India,2022-07-14
C00139,Customer_139,customer139@gmail.com,9721206105,31,Delhi,Delhi,India,2022-02-10
C00140,Customer_140,customer140@gmail.com,9844260506,68,Mumbai,Maharashtra,India,2022-11-13
C00141,Customer_141,customer141@gmail.com,9801696710,49,Jaipur,Rajasthan,India,2023-08-05
C00142,Customer_142,customer142@gmail.com,9276811732,56,Lucknow,Uttar Pradesh,India,2023-08-30
C00143,Customer_143,customer143@gmail.com,9011312704,45,Jaipur,Rajasthan,India,2022-01-05
C00144,Customer_144,customer144@gmail.com,9205214877,46,Pune,Maharashtra,India,2024-01-22
C00145,,customer145@gmail.com,9000091644,21,Ahmedabad,Gujarat,India,2024-01-05
C00146,Customer_146,customer146@gmail.com,9055977221,49,Mumbai,Maharashtra,India,2023-09-16
C00147,Customer_147,customer147@gmail.com,9676749544,59,Chennai,Tamil Nadu,India,2022-06-17
C00148,Customer_148,customer148@gmail.com,9959029496,57,,Rajasthan,India,2024-09-24
C00149,Customer_149,customer149@gmail.com,9693740544,42,Pune,Maharashtra,India,2023-02-01
C00150,Customer_150,customer150@gmail.com,9042924875,28,Lucknow,Uttar Pradesh,India,2023-08-24
C00151,Customer_151,customer151@gmail.com,9876334906,23,Bengaluru,Karnataka,India,2023-07-07
C00152,Customer_152,abc@@gmail.com,9490678185,63,Hyderabad,Telangana,India,2022-07-31
C00153,Customer_153,customer153@gmail.com,9984857893,32,Delhi,Delhi,India,2023-02-12
C00154,Customer_154,customer154@gmail.com,9124599568,31,Pune,Maharashtra,India,2022-07-16
C00155,Customer_155,customer155@gmail.com,9751571259,150,Mumbai,Maharashtra,India,2022-02-15
C00156,Customer_156,customer156@gmail.com,9890103979,40,Jaipur,Rajasthan,India,2022-10-15
C00157,Customer_157,customer157@gmail.com,9461799240,34,Pune,Maharashtra,India,2024-08-05
C00158,Customer_158,customer158@gmail.com,9610008577,30,Chennai,Tamil Nadu,India,2022-07-05
C00159,Customer_159,customer159@gmail.com,9611459318,56,Delhi,Delhi,India,2023-10-18
C00160,Customer_160,customer160@gmail.com,9253320450,29,Lucknow,Uttar Pradesh,India,2023-04-05
C00161,Customer_161,,9048701250,19,Bengaluru,Karnataka,India,2024-05-07
C00162,Customer_162,customer162@gmail.com,9499717554,61,Pune,Maharashtra,India,2024-02-06
C00163,Customer_163,customer163@gmail.com,9762732073,25,Lucknow,Uttar Pradesh,India,2023-01-19
C00164,Customer_164,customer164@gmail.com,9319527160,28,Jaipur,Rajasthan,India,2024-02-30
C00165,Customer_165,customer165@gmail.com,9553715253,46,Delhi,Delhi,India,2024-09-22
C00166,Customer_166,customer166@gmail.com,9782724663,29,Jaipur,Rajasthan,India,2024-01-01
C00167,Customer_167,customer167@gmail.com,9945247157,19,Mumbai,Maharashtra,India,2022-10-05
C00168,Customer_168,customer168@gmail.com,9803874143,25,Hyderabad,Telangana,India,2022-06-07
C00169,Customer_169,customer169@gmail.com,9331646204,45,Chennai,Tamil Nadu,India,2022-09-25
C00170,Customer_170,customer170@gmail.com,9785827084,58,Mumbai,Maharashtra,India,2022-01-17
C00171,Customer_171,abc@@gmail.com,9063492228,41,Mumbai,Maharashtra,India,2023-03-22
C00172,Customer_172,customer172@gmail.com,9391197423,63,Pune,Maharashtra,India,2022-06-29
C00173,Customer_173,customer173@gmail.com,9394301860,57,Mumbai,Maharashtra,India,2023-11-17
C00174,,customer174@gmail.com,9547106724,69,Bengaluru,Karnataka,India,2022-12-22
C00175,Customer_175,customer175@gmail.com,9502599058,29,Pune,Maharashtra,India,2023-07-31
C00176,Customer_176,customer176@gmail.com,9153569041,51,Hyderabad,Telangana,India,2022-03-15
C00177,Customer_177,customer177@gmail.com,9088203139,46,Hyderabad,Telangana,India,2023-06-10
C00178,Customer_178,customer178@gmail.com,9448001340,28,Mumbai,Maharashtra,India,2022-04-16
C00179,Customer_179,customer179@gmail.com,9715120417,51,Hyderabad,Telangana,India,2022-09-02
C00180,Customer_180,customer180@gmail.com,9411162893,55,Hyderabad,Telangana,India,2023-05-28
C00181,Customer_181,customer181@gmail.com,9976206699,27,Pune,Maharashtra,India,2023-11-16
C00182,Customer_182,customer182@gmail.com,9055635695,20,Bengaluru,Karnataka,India,2023-02-10
C00183,Customer_183,customer183@gmail.com,9582536051,53,Lucknow,Uttar Pradesh,India,2022-02-24
C00184,Customer_184,,9563803266,29,Bengaluru,Karnataka,India,2022-03-12
C00185,Customer_185,customer185@gmail.com,9009494809,58,,Telangana,India,2022-02-17
C00186,Customer_186,customer186@gmail.com,9806304145,150,Delhi,Delhi,India,2022-05-05
C00187,Customer_187,customer187@gmail.com,9984179827,25,Mumbai,Maharashtra,India,2022-03-03
C00188,Customer_188,customer188@gmail.com,9469443184,50,Delhi,Delhi,India,2022-05-15
C00189,Customer_189,customer189@gmail.com,9936385784,57,Hyderabad,Telangana,India,2023-12-13
C00190,Customer_190,abc@@gmail.com,9403533886,48,Hyderabad,Telangana,India,2024-04-18
C00191,Customer_191,customer191@gmail.com,9523585744,18,Lucknow,Uttar Pradesh,India,2024-08-04
C00192,Customer_192,customer192@gmail.com,9028195708,36,Pune,Maharashtra,India,2022-02-28
C00193,Customer_193,customer193@gmail.com,9183265523,46,Lucknow,Uttar Pradesh,India,2022-12-29
C00194,Customer_194,customer194@gmail.com,9817426106,70,Ahmedabad,Gujarat,India,2024-05-09
C00195,Customer_195,customer195@gmail.com,9769264991,55,Bengaluru,Karnataka,India,2022-05-01
C00196,Customer_196,customer196@gmail.com,9745456889,46,Lucknow,Uttar Pradesh,India,2023-12-11
C00197,Customer_197,customer197@gmail.com,9076742842,59,Lucknow,Uttar Pradesh,India,2022-11-26
C00198,Customer_198,customer198@gmail.com,9931559353,54,Lucknow,Uttar Pradesh,India,2023-01-22
C00199,Customer_199,customer199@gmail.com,9049748489,18,Lucknow,Uttar Pradesh,India,2022-01-27
C00200,Customer_200,customer200@gmail.com,9866750957,51,Lucknow,Uttar Pradesh,India,2024-04-25
C00201,Customer_201,customer201@gmail.com,9831658689,61,Jaipur,Rajasthan,India,2022-03-11
C00202,Customer_202,customer202@gmail.com,9676799581,30,Mumbai,Maharashtra,India,2024-09-14
C00203,,customer203@gmail.com,9514821458,41,Mumbai,Maharashtra,India,2022-11-22
C00204,Customer_204,customer204@gmail.com,9848383620,58,Lucknow,Uttar Pradesh,India,2022-06-10
C00205,Customer_205,customer205@gmail.com,9060048046,40,Delhi,Delhi,India,2024-02-30
C00206,Customer_206,customer206@gmail.com,9032789488,55,Delhi,Delhi,India,2022-01-16
C00207,Customer_207,,9691228810,54,Mumbai,Maharashtra,India,2022-07-23
C00208,Customer_208,customer208@gmail.com,9877960095,22,Delhi,Delhi,India,2022-06-24
C00209,Customer_209,abc@@gmail.com,9542041915,63,Mumbai,Maharashtra,India,2022-09-01
C00210,Customer_210,customer210@gmail.com,9600369070,46,Pune,Maharashtra,India,2023-10-01
C00211,Customer_211,customer211@gmail.com,9029250746,33,Pune,Maharashtra,India,2022-08-17
C00212,Customer_212,customer212@gmail.com,9136936467,49,Ahmedabad,Gujarat,India,2024-08-30
C00213,Customer_213,customer213@gmail.com,9312256204,68,Jaipur,Rajasthan,India,2024-06-08
C00214,Customer_214,customer214@gmail.com,9158656116,53,Lucknow,Uttar Pradesh,India,2023-01-07
C00215,Customer_215,customer215@gmail.com,9637453604,53,Chennai,Tamil Nadu,India,2022-09-08
C00216,Customer_216,customer216@gmail.com,9232134828,39,Jaipur,Rajasthan,India,2024-04-04
C00217,Customer_217,customer217@gmail.com,9325536693,150,Hyderabad,Telangana,India,2024-05-06
C00218,Customer_218,customer218@gmail.com,9337249795,48,Ahmedabad,Gujarat,India,2023-06-01
C00219,Customer_219,customer219@gmail.com,9983218184,33,Bengaluru,Karnataka,India,2023-02-18
C00220,Customer_220,customer220@gmail.com,9924061235,19,Lucknow,Uttar Pradesh,India,2023-11-05
C00221,Customer_221,customer221@gmail.com,9118584314,60,Pune,Maharashtra,India,2024-07-01
C00222,Customer_222,customer222@gmail.com,9264567242,32,,Delhi,India,2022-10-23
C00223,Customer_223,customer223@gmail.com,9560736512,41,Jaipur,Rajasthan,India,2023-11-27
C00224,Customer_224,customer224@gmail.com,9930609263,25,Ahmedabad,Gujarat,India,2022-10-05
C00225,Customer_225,customer225@gmail.com,9084293978,27,Ahmedabad,Gujarat,India,2023-01-25
C00226,Customer_226,customer226@gmail.com,9950140990,45,Ahmedabad,Gujarat,India,2023-11-18
C00227,Customer_227,customer227@gmail.com,9053516693,61,Pune,Maharashtra,India,2022-04-24
C00228,Customer_228,abc@@gmail.com,9567587803,51,Ahmedabad,Gujarat,India,2022-04-03
C00229,Customer_229,customer229@gmail.com,9273084282,61,Lucknow,Uttar Pradesh,India,2023-06-09
C00230,Customer_230,,9302556134,52,Pune,Maharashtra,India,2022-09-24
C00231,Customer_231,customer231@gmail.com,9773308725,26,Mumbai,Maharashtra,India,2023-12-04
C00232,,customer232@gmail.com,9299351862,26,Ahmedabad,Gujarat,India,2024-06-24
C00233,Customer_233,customer233@gmail.com,9631405730,56,Mumbai,Maharashtra,India,2023-04-18
C00234,Customer_234,customer234@gmail.com,9314712577,35,Jaipur,Rajasthan,India,2022-11-08
C00235,Customer_235,customer235@gmail.com,9810077159,36,Chennai,Tamil Nadu,India,2022-06-22
C00236,Customer_236,customer236@gmail.com,9767385051,24,Ahmedabad,Gujarat,India,2023-10-23
C00237,Customer_237,customer237@gmail.com,9431200624,58,Ahmedabad,Gujarat,India,2023-09-21
C00238,Customer_238,customer238@gmail.com,9821495625,29,Chennai,Tamil Nadu,India,2024-09-12
C00239,Customer_239,customer239@gmail.com,9285430019,32,Chennai,Tamil Nadu,India,2023-01-13
C00240,Customer_240,customer240@gmail.com,9376724991,21,Lucknow,Uttar Pradesh,India,2024-08-25
C00241,Customer_241,customer241@gmail.com,9227610773,62,Mumbai,Maharashtra,India,2022-08-21
C00242,Customer_242,customer242@gmail.com,9009862410,64,Pune,Maharashtra,India,2023-01-17
C00243,Customer_243,customer243@gmail.com,9517022640,63,Bengaluru,Karnataka,India,2023-03-08
C00244,Customer_244,customer244@gmail.com,9593718587,69,Hyderabad,Telangana,India,2023-07-31
C00245,Customer_245,customer245@gmail.com,9269910594,52,Lucknow,Uttar Pradesh,India,2024-07-19
C00246,Customer_246,customer246@gmail.com,9245803371,41,Lucknow,Uttar Pradesh,India,2024-02-30
C00247,Customer_247,abc@@gmail.com,9589658397,60,Mumbai,Maharashtra,India,2023-08-16
C00248,Customer_248,customer248@gmail.com,9323813413,150,Lucknow,Uttar Pradesh,India,2022-04-27
C00249,Customer_249,customer249@gmail.com,9738738918,60,Bengaluru,Karnataka,India,2022-09-15
C00250,Customer_250,customer250@gmail.com,9172888181,44,Delhi,Delhi,India,2023-11-27
C00251,Customer_251,customer251@gmail.com,9823971259,61,Hyderabad,Telangana,India,2023-02-06
C00252,Customer_252,customer252@gmail.com,9050093741,43,Jaipur,Rajasthan,India,2022-08-31
C00253,Customer_253,,9193915255,45,Mumbai,Maharashtra,India,2024-07-19
C00254,Customer_254,customer254@gmail.com,9135885709,70,Jaipur,Rajasthan,India,2022-09-19
C00255,Customer_255,customer255@gmail.com,9859103453,24,Chennai,Tamil Nadu,India,2022-12-31
C00256,Customer_256,customer256@gmail.com,9971071142,19,Hyderabad,Telangana,India,2024-05-08
C00257,Customer_257,customer257@gmail.com,9462948470,53,Mumbai,Maharashtra,India,2024-08-11
C00258,Customer_258,customer258@gmail.com,9787001299,39,Jaipur,Rajasthan,India,2022-06-04
C00259,Customer_259,customer259@gmail.com,9276398155,48,,Uttar Pradesh,India,2024-09-17
C00260,Customer_260,customer260@gmail.com,9299032575,31,Bengaluru,Karnataka,India,2022-11-15
C00261,,customer261@gmail.com,9550597530,42,Hyderabad,Telangana,India,2024-08-17
C00262,Customer_262,customer262@gmail.com,9902246418,47,Pune,Maharashtra,India,2024-06-16
C00263,Customer_263,customer263@gmail.com,9989208136,40,Ahmedabad,Gujarat,India,2023-08-06
C00264,Customer_264,customer264@gmail.com,9432145583,41,Delhi,Delhi,India,2024-03-21
C00265,Customer_265,customer265@gmail.com,9650557853,53,Chennai,Tamil Nadu,India,2024-01-03
C00266,Customer_266,abc@@gmail.com,9230767694,40,Pune,Maharashtra,India,2022-06-04
C00267,Customer_267,customer267@gmail.com,9244498513,55,Mumbai,Maharashtra,India,2022-03-09
C00268,Customer_268,customer268@gmail.com,9495756175,55,Delhi,Delhi,India,2022-07-03
C00269,Customer_269,customer269@gmail.com,9480243030,35,Mumbai,Maharashtra,India,2024-07-08
C00270,Customer_270,customer270@gmail.com,9948133029,46,Lucknow,Uttar Pradesh,India,2022-07-25
C00271,Customer_271,customer271@gmail.com,9952034805,23,Jaipur,Rajasthan,India,2022-03-17
C00272,Customer_272,customer272@gmail.com,9507695206,31,Jaipur,Rajasthan,India,2022-11-26
C00273,Customer_273,customer273@gmail.com,9957964700,23,Jaipur,Rajasthan,India,2023-10-04
C00274,Customer_274,customer274@gmail.com,9506952102,54,Chennai,Tamil Nadu,India,2023-11-01
C00275,Customer_275,customer275@gmail.com,9155658982,27,Pune,Maharashtra,India,2023-06-27
C00276,Customer_276,,9947048784,32,Chennai,Tamil Nadu,India,2024-01-29
C00277,Customer_277,customer277@gmail.com,9424087152,51,Chennai,Tamil Nadu,India,2023-06-27
C00278,Customer_278,customer278@gmail.com,9109210883,43,Pune,Maharashtra,India,2024-02-14
C00279,Customer_279,customer279@gmail.com,9495222805,150,Bengaluru,Karnataka,India,2022-07-06
C00280,Customer_280,customer280@gmail.com,9735673501,46,Pune,Maharashtra,India,2024-05-30
C00281,Customer_281,customer281@gmail.com,9650396663,22,Jaipur,Rajasthan,India,2024-04-06
C00282,Customer_282,customer282@gmail.com,9463353564,34,Jaipur,Rajasthan,India,2022-01-22
C00283,Customer_283,customer283@gmail.com,9927424415,49,Ahmedabad,Gujarat,India,2022-08-10
C00284,Customer_284,customer284@gmail.com,9325997390,49,Jaipur,Rajasthan,India,2024-06-12
C00285,Customer_285,abc@@gmail.com,9072624012,65,Pune,Maharashtra,India,2023-01-05
C00286,Customer_286,customer286@gmail.com,9428512761,26,Jaipur,Rajasthan,India,2024-07-22
C00287,Customer_287,customer287@gmail.com,9650933002,39,Lucknow,Uttar Pradesh,India,2024-02-30
C00288,Customer_288,customer288@gmail.com,9961005111,56,Bengaluru,Karnataka,India,2022-08-26
